AR,MF,MT,PR,FPI,TPI,SE,GC
27,325.4257908,3.628958567,19.28571429,1109.62963,144.1481481,3.914277382,1
35,304.136253,3.916142339,25,800,120,3.267775074,1
49,305.6569343,3.302613372,32.66666667,615.3061224,77.44897959,2.139427851,1
45,349.756691,4.829908884,34.61538462,664.4444444,106.8888889,2.932643207,1
45,348.2360097,4.438294651,34.61538462,661.5555556,98.22222222,2.702316317,1
20,364.9635036,3.132913871,14.28571429,1680,168,4.557988646,1
35,334.5498783,3.263451949,25,880,100,2.745674507,1
35,334.5498783,3.002375793,26.92307692,817.1428571,85.42857143,2.359131812,1
38,313.2603406,3.263451949,27.14285714,758.9473684,92.10526316,2.530333589,1
32,319.3430657,3.263451949,22.85714286,918.75,109.375,2.990145141,1
37,348.2360097,3.002375793,28.46153846,804.5945946,80.81081081,2.240436148,1
35,349.756691,3.132913871,26.92307692,854.2857143,89.14285714,2.461886417,1
40,319.3430657,3.132913871,28.57142857,735,84,2.317011354,1
40,288.9294404,2.610761559,28.57142857,665,70,1.937178967,1
38,319.3430657,3.002375793,27.14285714,773.6842105,84.73684211,2.336557889,1
40,311.7396594,3.393990027,28.57142857,717.5,91,2.500591376,1
40,352.7980535,3.028483409,30.76923077,754,75.4,2.098168424,1
40,334.5498783,2.871837715,30.76923077,715,71.5,1.989642471,1
35,334.5498783,3.393990027,25,880,104,2.851784266,1
45,334.5498783,3.655066183,32.14285714,684.4444444,87.11111111,2.403765282,1
40,334.5498783,3.393990027,28.57142857,770,91,2.506927548,1
35,319.3430657,3.393990027,25,840,104,2.847560151,1
45,339.1119221,2.871837715,34.61538462,644.2222222,63.55555556,1.780163933,1
45,334.5498783,3.002375793,34.61538462,635.5555556,66.44444444,1.855531525,1
32,319.3430657,3.002375793,22.85714286,918.75,100.625,2.758030042,1
40,304.136253,2.610761559,28.57142857,700,70,1.941403082,1
40,349.756691,2.937106754,30.76923077,747.5,73.125,2.036973675,1
40,342.1532847,3.002375793,30.76923077,731.25,74.75,2.077968708,1
40,281.3260341,2.088609247,28.57142857,647.5,56,1.563682752,1
40,273.7226277,2.741299637,28.57142857,630,73.5,2.025800892,1
40,349.756691,2.884891523,30.76923077,747.5,71.825,2.002488004,1
40,349.756691,3.132913871,30.76923077,747.5,78,2.166294945,1
40,342.1532847,3.067644832,30.76923077,731.25,76.375,2.121075798,1
40,319.3430657,3.002375793,28.57142857,735,80.5,2.224165315,1
40,304.136253,2.349685403,28.57142857,700,63,1.755711003,1
38,316.3017032,2.610761559,27.14285714,766.3157895,73.68421053,2.042515047,1
40,342.1532847,2.937106754,30.76923077,731.25,73.125,2.034861618,1
45,342.1532847,3.002375793,34.61538462,650,66.44444444,1.857643582,1
45,349.756691,2.96321437,34.61538462,664.4444444,65.57777778,1.836765192,1
35,308.6982968,2.610761559,25,812,80,2.207944715,1
40,304.136253,2.010286401,28.57142857,700,53.9,1.5143113,1
38,304.136253,2.610761559,27.14285714,736.8421053,73.68421053,2.039135755,1
40,342.1532847,2.96321437,30.76923077,731.25,73.775,2.052104454,1
40,357.3600973,3.132913871,30.76923077,763.75,78,2.168407002,1
40,339.1119221,3.132913871,30.76923077,724.75,78,2.163338064,1
45,319.3430657,3.785604261,32.14285714,653.3333333,90.22222222,2.48207098,1
45,308.6982968,3.263451949,32.14285714,631.5555556,77.77777778,2.148994848,1
40,329.9878345,3.132913871,28.57142857,759.5,84,2.319968235,1
40,345.1946472,3.132913871,30.76923077,737.75,78,2.16502771,1
40,342.1532847,3.132913871,30.76923077,731.25,78,2.164182887,1
40,349.756691,3.393990027,30.76923077,747.5,84.5,2.338723304,1
40,352.7980535,3.459259066,30.76923077,754,86.125,2.382675216,1
45,326.946472,3.393990027,32.14285714,668.8888889,80.88888889,2.236593599,1
45,304.136253,2.610761559,32.14285714,622.2222222,62.22222222,1.73507855,1
45,288.9294404,2.610761559,32.14285714,591.1111111,62.22222222,1.730854435,1
45,304.136253,2.610761559,32.14285714,622.2222222,62.22222222,1.73507855,1
40,334.5498783,3.19818291,30.76923077,715,79.625,2.20517792,1
40,342.1532847,3.067644832,30.76923077,731.25,76.375,2.121075798,1
40,339.1119221,3.132913871,30.76923077,724.75,78,2.163338064,1
40,345.1946472,4.177218495,30.76923077,737.75,104,2.854741146,1
46,304.136253,3.132913871,32.85714286,608.6956522,73.04347826,2.022138768,1
40,329.9878345,3.655066183,28.57142857,759.5,98,2.691352393,1
38,334.5498783,3.393990027,27.14285714,810.5263158,95.78947368,2.633980023,1
40,372.56691,4.307756573,30.76923077,796.25,107.25,2.948558732,1
33,385.1885645,4.568832729,25.38461538,997.8484848,137.8787879,3.764568075,1
38,364.9635036,5.221523118,27.14285714,884.2105263,147.3684211,4.010685676,1
40,372.56691,4.568832729,30.76923077,796.25,113.75,3.120987091,1
35,357.3600973,3.916142339,25,940,120,3.282559476,1
33,395.377129,4.568832729,25.38461538,1024.242424,137.8787879,3.767398232,1
18,433.3941606,4.568832729,13.84615385,2058.333333,252.7777778,6.825934562,1
30,418.1873479,4.177218495,23.07692308,1191.666667,138.6666667,3.794634811,1
25,425.7907543,4.438294651,19.23076923,1456,176.8,4.808326575,1
25,456.2043796,5.221523118,17.85714286,1680,224,6.068869965,1
20,471.4111922,6.787980054,13.33333333,2325,390,10.47664909,1
20,486.6180049,7.701746599,15.38461538,2080,383.5,10.30844485,1
21,471.4111922,7.04905621,16.15384615,1919.047619,334.2857143,8.998691731,1
25,456.2043796,7.310132366,17.85714286,1680,313.6,8.445728575,1
25,456.2043796,7.310132366,17.85714286,1680,313.6,8.445728575,1
30,425.7907543,7.310132366,20,1400,280,7.545958367,1
38,479.0145985,7.636477561,29.23076923,1077.631579,200.1315789,5.442038033,1
15,532.2384428,6.526903898,10.71428571,3266.666667,466.6666667,12.52731594,1
20,562.6520681,9.137665457,13.33333333,2775,525,14.08319816,1
18,593.0656934,11.61788894,13.84615385,2816.666667,642.7777778,17.21598931,1
15,620.4379562,11.35681278,11.53846154,3536,754,20.17403352,1
15,608.2725061,9.529279691,10.71428571,3733.333333,681.3333333,18.2429936,2
15,608.2725061,9.529279691,10.71428571,3733.333333,681.3333333,18.2429936,1
8,669.0997567,10.31250816,6.153846154,7150,1283.75,34.24046195,1
45,380.1703163,2.349685403,32.14285714,777.7777778,56,1.591139497,1
20,418.1873479,4.438294651,13.33333333,2062.5,255,6.880660314,1
10,517.0316302,7.179594288,7.142857143,4760,770,20.56974858,2
12,517.0316302,6.787980054,10,3400,520,13.93788862,2
15,501.8248175,9.137665457,10,3300,700,18.70860368,2
15,532.2384428,9.790355847,11.53846154,3033.333333,650,17.39067991,2
15,501.8248175,9.529279691,11.53846154,2860,632.6666667,16.92242273,2
7,539.8418491,8.484975067,5.833333333,6085.714286,1114.285714,29.70910333,2
9,402.9805353,9.398741613,7.5,3533.333333,960,25.57828129,2
15,532.2384428,10.051432,11.53846154,3033.333333,667.3333333,17.85048887,2
20,471.4111922,6.526903898,15.38461538,2015,325,8.752365504,2
15,465.3284672,6.526903898,10.71428571,2856,466.6666667,12.50872984,2
14,501.8248175,8.484975067,10.76923077,3064.285714,603.5714286,16.15060055,2
10,471.4111922,7.179594288,7.142857143,4340,770,20.55707624,2
10,486.6180049,7.179594288,7.142857143,4480,770,20.56130035,2
18,501.8248175,7.179594288,13.84615385,2383.333333,397.2222222,10.67668439,2
15,547.4452555,9.790355847,11.53846154,3120,650,17.39490403,2
14,539.8418491,7.832284677,10.76923077,3296.428571,557.1428571,14.9295297,2
20,440.9975669,5.221523118,15.38461538,1885,260,7.019633685,2
12,479.0145985,5.221523118,9.230769231,3412.5,433.3333333,11.62828355,2
28,425.7907543,6.135289664,21.53846154,1300,218.2142857,5.906941548,2
20,501.8248175,6.526903898,15.38461538,2145,325,8.760813733,1
35,440.9975669,8.484975067,26.92307692,1077.142857,241.4285714,6.52698123,1
10,486.6180049,7.832284677,7.692307692,4160,780,20.82657475,1
15,593.0656934,13.0538078,11.53846154,3380,866.6666667,23.15518834,2
10,547.4452555,11.74842702,7.692307692,4680,1170,31.18917275,2
12,471.4111922,11.09573663,9.230769231,3358.333333,920.8333333,24.55829841,2
15,486.6180049,11.09573663,11.53846154,2773.333333,736.6666667,19.67705236,2
15,456.2043796,9.007127379,11.53846154,2600,598,15.99013247,2
12,517.0316302,9.790355847,9.230769231,3683.333333,812.5,21.69716477,2
18,456.2043796,8.484975067,13.84615385,2166.666667,469.4444444,12.5798827,2
14,460.7664234,10.31250816,10.76923077,2813.571429,733.5714286,19.58776262,2
20,448.6009732,10.44304624,15.38461538,1917.5,520,13.9188801,2
20,410.5839416,10.18197008,15.38461538,1755,507,13.5634631,2
12,486.6180049,8.615513145,9.230769231,3466.666667,715,19.10229116,2
15,456.2043796,7.832284677,11.53846154,2600,520,13.92099216,2
18,410.5839416,9.137665457,13.84615385,1950,505.5555556,13.52514569,2
12,456.2043796,9.137665457,9.230769231,3250,758.3333333,20.24336532,2
23,402.9805353,8.876589301,17.69230769,1497.826087,384.3478261,10.30770288,2
30,448.6009732,6.526903898,23.07692308,1278.333333,216.6666667,5.872223349,2
20,433.3941606,9.790355847,15.38461538,1852.5,487.5,13.05251419,2
28,395.377129,9.007127379,21.53846154,1207.142857,320.3571429,8.608081817,2
20,425.7907543,8.484975067,15.38461538,1820,422.5,11.32611855,2
27,402.9805353,7.701746599,20.76923077,1275.925926,284.0740741,7.64769695,2
15,410.5839416,7.701746599,11.53846154,2340,511.3333333,13.67841534,1
15,433.3941606,6.526903898,11.53846154,2470,433.3333333,11.6156112,1
8,430.3527981,7.179594288,6.153846154,4598.75,893.75,23.82844181,2
13,501.8248175,7.832284677,9.285714286,3553.846154,646.1538462,17.28020307,2
8,539.8418491,7.701746599,6.153846154,5768.75,958.75,25.58313902,2
18,494.2214112,7.701746599,13.84615385,2347.222222,426.1111111,11.44092059,2
12,517.0316302,9.790355847,9.230769231,3683.333333,812.5,21.69716477,2
17,456.2043796,9.268203535,13.07692308,2294.117647,542.9411765,14.52956284,2
20,448.6009732,7.310132366,15.38461538,1917.5,364,9.780599486,2
23,448.6009732,9.007127379,17.69230769,1667.391304,390,10.47031292,2
25,410.5839416,9.137665457,19.23076923,1404,364,9.7700392,2
15,486.6180049,10.44304624,11.53846154,2773.333333,693.3333333,18.52752996,2
16,440.9975669,11.48735086,12.30769231,2356.25,715,19.08961882,2
15,456.2043796,11.61788894,11.53846154,2600,771.3333333,20.58822204,2
12,517.0316302,9.398741613,9.230769231,3683.333333,780,20.83502298,2
12,534.0632603,11.09573663,9.230769231,3804.666667,920.8333333,24.57570177,2
15,380.1703163,4.568832729,11.53846154,2166.666667,303.3333333,8.15225962,2
10,471.4111922,7.832284677,7.692307692,4030,780,20.82235064,2
11,456.2043796,9.790355847,6.875,4363.636364,1090.909091,29.06574873,2
12,471.4111922,9.790355847,8.571428571,3616.666667,875,23.34245742,2
5,547.4452555,9.790355847,3.571428571,10080,2100,55.85969181,2
10,486.6180049,9.659817769,7.142857143,4480,1036,27.61759935,2
10,471.4111922,11.48735086,6.666666667,4650,1320,35.14716815,2
7,479.0145985,9.790355847,4.666666667,6750,1607.142857,42.76644508,1
8,494.2214112,10.44304624,5.714285714,5687.5,1400,37.27569951,2
8,532.2384428,7.571208522,5.333333333,6562.5,1087.5,28.99643485,2
5,212.8953771,2.219147325,2.941176471,4760,578,15.39199784,3
8,197.6885645,3.263451949,5,2600,500,13.31863341,3
8,212.8953771,3.393990027,4.705882353,2975,552.5,14.71554812,3
10,258.5158151,4.568832729,6.666666667,2550,525,13.99871587,2
12,258.5158151,3.785604261,7.058823529,2408.333333,410.8333333,10.97016649,2
8,258.5158151,4.177218495,5.714285714,2975,560,14.92717626,2
5,288.9294404,6.265827742,3.571428571,5320,1344,35.73313733,2
8,197.6885645,4.568832729,5.714285714,2275,612.5,16.3029704,2
8,182.4817518,3.655066183,5.714285714,2100,490,13.0491349,1
5,364.9635036,6.526903898,3.571428571,6720,1400,37.23979454,2
6,380.1703163,5.874213508,4.285714286,5833.333333,1050,27.95941471,2
5,319.3430657,4.177218495,3.333333333,6300,960,25.55504866,2
8,380.1703163,5.874213508,5.333333333,4687.5,843.75,22.48813024,2
8,425.7907543,9.137665457,5.714285714,4900,1225,32.61438902,2
7,258.5158151,4.960446962,4.666666667,3642.857143,814.2857143,21.67272525,1
5,349.756691,5.874213508,3.571428571,6440,1260,33.52172885,2
8,190.0851582,3.655066183,4.705882353,2656.25,595,15.83662814,3
10,174.8783455,3.263451949,5.882352941,1955,425,11.32273925,1
9,270.6812652,4.829908884,5.294117647,3362.222222,698.8888889,18.6149222,3
8,273.7226277,9.137665457,5,3600,1400,37.21444985,1
8,349.756691,7.832284677,4.705882353,4887.5,1275,33.91964044,2
7,349.756691,8.093360833,4.375,5257.142857,1417.142857,37.69032654,1
8,197.6885645,3.002375793,4.705882353,2762.5,488.75,13.02019972,3
6,197.6885645,3.002375793,3.529411765,3683.333333,651.6666667,17.34196179,3
8,197.6885645,2.610761559,5,2600,400,10.66588943,3
8,197.6885645,3.263451949,4.705882353,2762.5,531.25,14.14761591,3
15,197.6885645,5.221523118,8.333333333,1560,480,12.78808462,3
10,197.6885645,3.916142339,5.882352941,2210,510,13.58390781,3
10,197.6885645,4.307756573,6.25,2080,528,14.06140173,3
10,197.6885645,3.916142339,5.882352941,2210,510,13.58390781,3
14,197.6885645,5.221523118,8.235294118,1578.571429,485.7142857,12.93966999,3
8,205.2919708,3.393990027,4.705882353,2868.75,552.5,14.71343606,3
10,179.4403893,3.785604261,5.882352941,2006,493,13.1278724,3
10,200.729927,3.002375793,5.882352941,2244,391,10.42798729,3
11,194.6472019,3.785604261,6.111111111,2094.545455,474.5454545,12.64254467,3
15,197.6885645,5.221523118,8.333333333,1560,480,12.78808462,3
12,167.2749392,3.524528105,7.058823529,1558.333333,382.5,10.193211,3
13,206.8126521,4.438294651,7.647058824,1778.461538,444.6153846,11.85195583,3
10,205.2919708,4.568832729,5.882352941,2295,595,15.84085226,3
12,193.1265207,3.655066183,6.666666667,1905,420,11.19517099,3
8,212.8953771,3.655066183,4.444444444,3150,630,16.77142471,3
8,228.1021898,3.785604261,4.444444444,3375,652.5,17.37251622,3
9,228.1021898,3.524528105,5,3000,540,14.38817924,3
10,212.8953771,3.916142339,5.555555556,2520,540,14.38395512,3
10,212.8953771,3.263451949,5.555555556,2520,450,11.99648554,3
13,212.8953771,3.916142339,7.647058824,1830.769231,392.3076923,10.46605631,3
10,205.2919708,4.177218495,5.555555556,2430,576,15.3368309,3
10,159.6715328,3.916142339,5.555555556,1890,540,14.36917072,3
10,174.8783455,3.263451949,5.555555556,2070,450,11.98592525,3
12,168.7956204,2.741299637,7.058823529,1572.5,297.5,7.938801027,3
12,167.2749392,3.916142339,6.666666667,1650,450,11.98381319,3
15,217.4574209,4.307756573,8.333333333,1716,396,10.56527102,3
10,212.8953771,3.655066183,5.555555556,2520,504,13.42896729,3
15,190.0851582,4.712424614,8.823529412,1416.666667,409.1333333,10.90606132,3
10,197.6885645,3.916142339,5.555555556,2340,540,14.37973101,3
15,174.8783455,3.785604261,8.333333333,1380,348,9.280126386,3
15,167.2749392,3.942249954,8.333333333,1320,362.4,9.660009462,3
15,167.2749392,4.568832729,8.333333333,1320,420,11.18799,3
14,167.2749392,3.929196147,8.235294118,1335.714286,365.5,9.742244526,3
12,182.4817518,3.916142339,6.666666667,1800,450,11.98803731,3
13,180.9610706,3.890034723,7.222222222,1647.692308,412.6153846,10.99589676,3
10,205.2919708,4.177218495,5.555555556,2430,576,15.3368309,3
7,231.5997567,3.015429601,3.888888889,3916.285714,594,15.82163254,3
13,211.3746959,3.446205258,7.647058824,1817.692308,345.2307692,9.216803658,3
8,217.4574209,4.177218495,4.444444444,3217.5,720,19.16016153,3
8,243.3090024,3.916142339,4.210526316,3800,712.5,18.96838673,3
10,182.4817518,4.568832729,5.555555556,2160,630,16.76297648,3
10,228.1021898,4.568832729,5.555555556,2700,630,16.77564882,3
14,180.9610706,4.97350077,7.777777778,1530,489.8571429,13.04492286,3
15,167.2749392,3.393990027,8.333333333,1320,312,8.323026494,3
15,136.8613139,3.916142339,8.333333333,1080,360,9.587895377,3
13,197.6885645,4.046680417,7.222222222,1800,429.2307692,11.4413069,3
13,182.4817518,3.002375793,7.222222222,1661.538462,318.4615385,8.498658681,3
15,167.2749392,3.655066183,8.333333333,1320,336,8.95968505,3
12,197.6885645,2.871837715,6.666666667,1950,330,8.80896864,3
10,243.3090024,3.002375793,5.555555556,2880,414,11.04994593,3
10,228.1021898,3.785604261,5.555555556,2700,522,13.91068532,3
10,220.4987835,3.002375793,5.555555556,2610,414,11.04360976,3
12,220.4987835,3.916142339,6.666666667,2175,450,11.99859759,3
10,319.3430657,3.002375793,5.555555556,3780,414,11.0710665,3
12,334.5498783,5.482599274,6.666666667,3300,630,16.80521763,3
10,395.377129,3.002375793,5.555555556,4680,414,11.09218708,3
8,471.4111922,4.177218495,4.444444444,6975,720,19.23070424,3
8,319.3430657,3.916142339,4.444444444,4725,675,17.9947283,2
13,471.4111922,7.375401405,8.666666667,3576.923077,651.9230769,17.42479776,2
10,471.4111922,10.18197008,6.666666667,4650,1170,31.16805218,2
12,471.4111922,8.223898911,8.571428571,3616.666667,735,19.62861584,2
10,471.4111922,8.484975067,6.666666667,4650,975,25.99520141,2
15,456.2043796,7.571208522,10.71428571,2800,541.3333333,14.48691088,2
10,486.6180049,8.484975067,7.142857143,4480,910,24.27514193,2
10,486.6180049,9.137665457,7.142857143,4480,980,26.13206272,2
8,486.6180049,8.876589301,5.714285714,5600,1190,31.70282509,2
10,471.4111922,9.659817769,7.142857143,4340,1036,27.61337524,2
13,479.0145985,8.484975067,9.285714286,3392.307692,700,18.7022675,2
5,486.6180049,11.09573663,3.571428571,8960,2380,63.27047851,2
8,486.6180049,9.790355847,5.714285714,5600,1312.5,34.95243647,2
6.5,477.0377129,10.83466047,4.333333333,7239.230769,1915.384615,50.94276065,2
15,413.6253041,5.874213508,9.375,2901.333333,480,12.84806705,2
8,501.8248175,7.179594288,5,6600,1100,29.31957962,2
5,501.8248175,10.18197008,3.333333333,9900,2340,62.21360503,2
15,577.8588808,11.74842702,10.71428571,3546.666667,840,22.44356583,2
7,532.2384428,11.74842702,5,7000,1800,47.89723574,2
13,501.8248175,11.09573663,9.285714286,3553.846154,915.3846154,24.42220611,2
10,494.2214112,10.3777772,6.666666667,4875,1192.5,31.77125574,2
10,547.4452555,11.74842702,7.142857143,5040,1260,33.57664234,2
7,562.6520681,10.44304624,4.666666667,7928.571429,1714.285714,45.63190341,2
25,517.0316302,5.221523118,16.66666667,2040,240,6.510205461,2
35,501.8248175,8.484975067,23.33333333,1414.285714,278.5714286,7.529182598,2
20,517.0316302,9.137665457,13.33333333,2550,525,14.07052582,2
5,760.3406326,16.96995013,3.846153846,13000,3380,89.87395242,2
10,699.513382,16.70887398,7.692307692,5980,1664,44.33596918,2
8,714.7201946,16.96995013,5.333333333,8812.5,2437.5,64.85916802,2
10,684.3065693,15.01187897,7.142857143,6300,1610,42.89926331,2
20,638.6861314,9.790355847,14.28571429,2940,525,14.10431873,2
20,661.4963504,9.137665457,14.28571429,3045,490,13.18219451,2
15,669.0997567,10.44304624,11.53846154,3813.333333,693.3333333,18.57821934,2
15,760.3406326,11.09573663,10.71428571,4666.666667,793.3333333,21.25630801,2
15,760.3406326,9.790355847,10.71428571,4666.666667,700,18.78041363,2
15,790.7542579,11.74842702,10.71428571,4853.333333,840,22.50270343,2
15,760.3406326,11.74842702,11.53846154,4333.333333,780,20.90260881,2
15,745.13382,9.137665457,10.71428571,4573.333333,653.3333333,17.53824232,2
12,813.5644769,9.464010652,9.230769231,5795.833333,785.4166667,21.06108351,2
12,866.7883212,7.375401405,9.230769231,6175,612.0833333,16.47777834,2
15,851.5815085,10.44304624,10.71428571,5226.666667,746.6666667,20.04370551,2
15,129.2579075,11.09573663,11.53846154,736.6666667,736.6666667,19.57778566,2
25,129.2579075,11.09573663,17.85714286,476,476,12.66296634,2
15,167.2749392,14.35918858,11.53846154,953.3333333,953.3333333,25.33595792,2
8,821.1678832,15.66456935,6.153846154,8775,1950,51.95660989,2
7,836.3746959,16.96995013,5.384615385,10214.28571,2414.285714,64.27714537,2
20,577.8588808,6.526903898,14.28571429,2660,350,9.445120303,2
15,608.2725061,11.74842702,11.53846154,3466.666667,780,20.86036767,2
12,638.6861314,13.0538078,8.571428571,4900,1166.666667,31.12609264,2
13,684.3065693,13.0538078,9.285714286,4846.153846,1076.923077,28.7580973,2
13,623.4793187,11.74842702,10,4100,900,24.04788456,2
12,653.892944,11.74842702,8.571428571,5016.666667,1050,28.03544877,2
12,836.3746959,14.35918858,8.571428571,6416.666667,1283.333333,34.27587411,2
14,836.3746959,14.35918858,9.333333333,5892.857143,1178.571429,31.49680898,2
12,684.3065693,14.35918858,7.5,6000,1466.666667,39.09699694,2
15,653.892944,14.35918858,10,4300,1100,29.36182076,2
15,676.703163,16.96995013,10.71428571,4153.333333,1213.333333,32.37460012,2
11,684.3065693,15.66456935,7.857142857,5727.272727,1527.272727,40.70472056,2
30,547.4452555,5.221523118,20,1800,200,5.457556096,2
25,517.0316302,5.874213508,16.66666667,2040,270,7.306028656,2
20,456.2043796,5.221523118,12.5,2400,320,8.61550419,2
20,544.4038929,7.440670444,13.33333333,2685,427.5,11.49170384,2
10,684.3065693,15.66456935,6.25,7200,1920,51.12276967,2
10,684.3065693,15.01187897,6.25,7200,1840,49.00057448,2
10,714.7201946,14.62026473,5.882352941,7990,1904,50.70677886,2
8,714.7201946,15.66456935,5,9400,2400,63.86438902,2
20,501.8248175,7.179594288,13.33333333,2475,412.5,11.08196472,2
10,653.892944,11.09573663,6.666666667,6450,1275,34.00412274,2
10,684.3065693,14.35918858,6.25,7200,1760,46.87837929,2
8,653.892944,13.70649819,5.333333333,8062.5,1968.75,52.40753413,2
15,699.513382,15.4034932,9.375,4906.666667,1258.666667,33.58351356,2
8,684.3065693,15.66456935,5.333333333,8437.5,2250,59.87682482,2
15,517.0316302,3.916142339,10,3400,300,8.101851852,2
18,440.9975669,4.960446962,10.58823529,2738.888889,358.8888889,9.642902736,2
15,471.4111922,6.239720126,9.375,3306.666667,509.8666667,13.65640488,2
12,603.7104623,13.0538078,7.5,5293.333333,1333.333333,35.53761715,2
10,669.0997567,13.0538078,6.666666667,6600,1500,39.97702082,2
15,608.2725061,13.0538078,8.333333333,4800,1200,32.0018924,2
15,608.2725061,11.74842702,8.333333333,4800,1080,28.81859962,2
15,694.9513382,14.09811242,9.375,4874.666667,1152,30.75265274,2
18,638.6861314,12.79273164,11.25,3733.333333,871.1111111,23.28576042,2
20,638.6861314,11.74842702,12.5,3360,720,19.27716951,2
15,684.3065693,13.0538078,9.375,4800,1066.666667,28.486021,2
13,710.1581509,12.66219356,8.125,5747.692308,1193.846154,31.86694819,2
10,699.513382,13.70649819,5.882352941,7820,1785,47.5457894,2
12,722.323601,15.66456935,6.666666667,7125,1800,47.95003717,2
12,684.3065693,12.85800068,7.5,6000,1313.333333,35.02945616,2
14,729.9270073,14.62026473,8.75,5485.714286,1280,34.15788051,2
12,654.0450122,6.918518132,8,5376.25,662.5,17.75610807,2
13,593.0656934,5.221523118,8.666666667,4500,461.5384615,12.40817425,2
12,512.4695864,5.221523118,7.5,4493.333333,533.3333333,14.29032058,2
13,501.8248175,4.568832729,7.647058824,4315.384615,457.6923077,12.28080094,2
18,471.4111922,5.221523118,11.25,2755.555556,355.5555556,9.562926166,2
18,486.6180049,6.526903898,10.58823529,3022.222222,472.2222222,12.66201826,2
12,532.2384428,5.482599274,8,4375,525,14.07474993,2
14,507.9075426,9.137665457,9.333333333,3578.571429,750,20.03666531,2
10,570.2554745,9.398741613,5.882352941,6375,1224,32.62799067,2
15,547.4452555,9.529279691,8.823529412,4080,827.3333333,22.09910336,2
12,471.4111922,7.701746599,7.5,4133.333333,786.6666667,20.99920023,2
8,532.2384428,8.484975067,5,7000,1300,34.63351582,2
15,684.3065693,10.18197008,9.375,4800,832,22.26091511,2
13,623.4793187,11.74842702,8.125,5046.153846,1107.692308,29.55742976,2
12,486.6180049,4.699370806,8,4000,450,12.0725196,2
15,501.8248175,4.568832729,10,3300,350,9.42399973,2
15,501.8248175,5.221523118,10,3300,400,10.75037172,2
10,653.892944,14.35918858,6.25,6880,1760,46.86993106,2
10,684.3065693,15.66456935,6.25,7200,1920,51.12276967,2
10,471.4111922,3.655066183,6.666666667,4650,420,11.27247229,2
11,440.9975669,4.568832729,7.333333333,3954.545455,477.2727273,12.78332289,2
8,653.892944,13.0538078,5.714285714,7525,1750,46.60465666,2
10,608.2725061,15.66456935,7.142857143,5600,1680,44.73506353,2
10,593.0656934,14.09811242,6.666666667,5850,1620,43.13919303,2
12,517.0316302,7.310132366,8.571428571,3966.666667,653.3333333,17.4748806,2
12,638.6861314,11.35681278,8,5250,1087.5,29.02600365,2
12,541.3625304,9.529279691,8,4450,912.5,24.35666734,2
13,562.6520681,11.64399655,8.666666667,4269.230769,1029.230769,27.45914956,2
15,562.6520681,15.66456935,10,3700,1200,31.98922006,2
18,608.2725061,13.0538078,12.85714286,3111.111111,777.7777778,20.8014178,2
20,684.3065693,13.0538078,14.28571429,3150,700,18.75929305,2
12,684.3065693,13.0538078,8,5625,1250,33.34938497,2
15,425.7907543,3.785604261,10.71428571,2613.333333,270.6666667,7.298368929,2
15,428.8321168,3.916142339,10,2820,300,8.077351987,2
15,479.0145985,6.265827742,10.71428571,2940,448,12.01735266,2
18,517.0316302,6.526903898,12,2833.333333,416.6666667,11.19671983,2
20,532.2384428,6.265827742,13.33333333,2625,360,9.697722357,2
18,532.2384428,7.179594288,12.85714286,2722.222222,427.7777778,11.49569328,2
16,561.1313869,8.484975067,11.42857143,3228.75,568.75,15.24335124,2
17,547.4452555,8.484975067,11.33333333,3176.470588,573.5294118,15.3663351,2
17,532.2384428,7.832284677,11.33333333,3088.235294,529.4117647,14.19178276,2
20,555.0486618,8.484975067,13.33333333,2737.5,487.5,13.08630711,2
20,565.6934307,8.876589301,12.5,2976,544,14.58806434,2
20,494.2214112,8.484975067,12.5,2600,520,13.93155245,2
20,562.6520681,8.484975067,13.33333333,2775,487.5,13.08841917,2
20,547.4452555,7.179594288,12.5,2880,440,11.82414166,2
20,555.0486618,7.179594288,13.33333333,2737.5,412.5,11.09674912,2
18,605.2311436,7.962822755,10.58823529,3758.888889,576.1111111,15.45087261,2
20,608.2725061,8.484975067,11.76470588,3400,552.5,14.8253751,2
25,532.2384428,9.137665457,16.66666667,2100,420,11.28936875,2
25,524.6350365,6.526903898,14.70588235,2346,340,9.165061503,1
30,532.2384428,7.832284677,18.75,1866.666667,320,8.636624763,1
30,593.0656934,8.876589301,18.75,2080,362.6666667,9.785358655,2
30,593.0656934,7.832284677,18.75,2080,320,8.653521222,2
30,577.8588808,8.484975067,20,1900,325,8.781934307,2
30,577.8588808,8.484975067,20,1900,325,8.781934307,2
30,608.2725061,8.484975067,20,2000,325,8.790382536,2
25,623.4793187,7.179594288,15.625,2624,352,9.510847526,2
25,623.4793187,7.179594288,15.625,2624,352,9.510847526,2
22,653.892944,7.832284677,14.66666667,2931.818182,409.0909091,11.03377141,2
20,653.892944,8.876589301,13.33333333,3225,510,13.71063125,2
12,676.703163,6.526903898,7.5,5933.333333,666.6666667,17.872933,2
15,669.0997567,6.526903898,9.375,4693.333333,533.3333333,14.33382896,2
20,638.6861314,6.526903898,12.5,3360,400,10.78838875,2
13,711.6788321,6.265827742,7.647058824,6120,627.6923077,16.8487585,2
10,714.7201946,6.787980054,5.882352941,7990,884,23.64879021,2
18,737.5304136,7.179594288,11.25,4311.111111,488.8888889,13.17384015,2
