AR,MF,MT,PR,FPI,TPI,SE,GC
8,326.946472,3.746442837,4,5375,717.5,19.12425656,3
8,281.3260341,3.263451949,4,4625,625,16.65779603,3
11,331.5085158,3.524528105,5.5,3963.636364,490.9090909,13.11464708,3
11,223.540146,3.524528105,5.789473684,2539.090909,466.3636364,12.4335278,3
13,228.1021898,3.341774796,6.5,2307.692308,393.8461538,10.51109188,3
8,221.4111922,2.610761559,4,3640,500,13.32522303,3
12,288.9294404,3.916142339,6.315789474,3008.333333,475,12.68079211,3
12,334.5498783,6.526903898,6.666666667,3300,750,19.98851041,3
13,319.3430657,6.526903898,8.666666667,2423.076923,576.9230769,15.39299863,3
10,273.7226277,4.568832729,5.555555556,3240,630,16.78832117,3
8,304.136253,3.916142339,4.705882353,4250,637.5,16.9957252,3
12,212.8953771,3.655066183,6.666666667,2100,420,11.20066234,3
11,243.3090024,4.960446962,5.789473684,2763.636364,656.3636364,17.47923272,3
10,228.1021898,4.177218495,5.555555556,2700,576,15.34316707,3
10,228.1021898,3.916142339,5.263157895,2850,570,15.18400243,3
8,243.3090024,3.354828604,4,4000,642.5,17.11146594,3
10,270.6812652,4.829908884,5.263157895,3382,703,18.72397945,3
10,258.5158151,3.916142339,5.263157895,3230,570,15.19245066,3
4,304.136253,4.699370806,2.352941176,8500,1530,40.67146526,3
5,334.5498783,5.221523118,2.777777778,7920,1440,38.2924439,3
8,266.1192214,3.916142339,4.210526316,4156.25,712.5,18.9747229,3
11,299.5742092,5.835052085,7.333333333,2686.363636,609.5454545,16.25289544,3
9,319.3430657,4.568832729,5.625,3733.333333,622.2222222,16.59466898,3
8,304.136253,3.916142339,4,5000,750,19.98006218,3
9,256.9951338,3.707281414,4.5,3755.555556,631.1111111,16.81314957,3
8,260.0364964,3.916142339,4.444444444,3847.5,675,17.97825426,3
5,319.3430657,3.602850952,2.631578947,7980,1048.8,27.91068532,3
10,228.1021898,4.177218495,5.555555556,2700,576,15.34316707,3
8,258.5158151,3.655066183,4.210526316,4037.5,665,17.71255745,3
11,288.9294404,5.221523118,7.333333333,2590.909091,545.4545455,14.54977082,3
12,288.9294404,5.874213508,8,2375,562.5,15.00194309,3
10,349.756691,7.649531368,6.25,3680,937.6,24.96928224,2
11,419.7080292,9.398741613,7.857142857,3512.727273,916.3636364,24.42536681,2
12,258.5158151,3.655066183,7.058823529,2408.333333,396.6666667,10.59436109,2
10,273.7226277,3.916142339,5.882352941,3060,510,13.60502839,3
8,410.5839416,5.482599274,5.333333333,5062.5,787.5,21.00440998,2
8,547.4452555,7.179594288,5,7200,1100,29.33225196,2
9,562.6520681,3.655066183,6.428571429,5755.555556,435.5555556,11.71046604,2
10,562.6520681,5.221523118,6.666666667,5550,600,16.07275615,2
10,486.6180049,3.916142339,6.666666667,4800,450,12.0725196,2
10,532.2384428,6.526903898,6.666666667,5250,750,20.0434239,2
10,486.6180049,6.526903898,6.666666667,4800,750,20.03075155,2
8,532.2384428,6.526903898,5.333333333,6562.5,937.5,25.01731887,2
8,547.4452555,8.484975067,5.714285714,6300,1137.5,30.32703095,2
8,486.6180049,8.484975067,5.333333333,6000,1218.75,32.46548898,2
8,501.8248175,9.007127379,5.333333333,6187.5,1293.75,34.45927109,2
10,577.8588808,9.137665457,7.142857143,5320,980,26.15740741,2
10,425.7907543,4.699370806,7.142857143,3920,504,13.48810489,2
12,453.163017,5.482599274,7.5,3973.333333,560,14.98124493,2
10,440.9975669,4.568832729,6.666666667,4350,525,14.04940524,2
8,440.9975669,3.524528105,5,5800,540,14.44731684,2
9,532.2384428,4.829908884,5.625,6222.222222,657.7777778,17.59700445,2
8,349.756691,2.088609247,4.705882353,4887.5,340,9.116484185,3
9,501.8248175,2.349685403,5.625,5866.666667,320,8.628176534,2
9,486.6180049,3.916142339,6,5333.333333,500,13.39889159,2
10,517.0316302,4.568832729,6.666666667,5100,525,14.07052582,2
6,593.0656934,4.568832729,4,9750,875,23.37625034,2
8,608.2725061,6.526903898,5.333333333,7500,937.5,25.03843944,2
7,577.8588808,6.526903898,4.666666667,8142.857143,1071.428571,28.58277334,2
8,638.6861314,7.832284677,5.333333333,7875,1125,30.02078264,2
11,653.892944,10.44304624,7.333333333,5863.636364,1090.909091,29.12066222,2
10,577.8588808,3.263451949,7.692307692,4940,325,8.781934307,2
10,517.0316302,3.916142339,7.142857143,4760,420,11.28514463,2
20,486.6180049,3.785604261,15.38461538,2080,188.5,5.135594079,2
20,501.8248175,4.177218495,15.38461538,2145,208,5.657103271,2
17,517.0316302,5.221523118,13.07692308,2600,305.8823529,8.257895616,2
15,638.6861314,7.832284677,12.5,3360,480,12.91058394,2
10,760.3406326,7.832284677,7.692307692,6500,780,20.90260881,2
25,714.7201946,12.40111741,19.23076923,2444,494,13.30308867,1
15,737.5304136,10.44304624,11.53846154,4203.333333,693.3333333,18.59722785,2
10,745.13382,11.09573663,7.692307692,6370,1105,29.51980265,2
15,760.3406326,12.40111741,11.53846154,4333.333333,823.3333333,22.05213121,2
15,752.7372263,11.74842702,12.5,3960,720,19.30885036,2
15,745.13382,11.74842702,11.53846154,4246.666667,780,20.8983847,2
12,821.1678832,9.137665457,10,5400,700,18.79731008,1
15,775.5474453,11.09573663,12.5,4080,680,18.25408894,2
10,790.7542579,10.44304624,8.333333333,6240,960,25.68599622,1
12,775.5474453,11.74842702,8,6375,1125,30.05879968,2
25,684.3065693,3.263451949,19.23076923,2340,130,3.638652338,2
25,638.6861314,5.221523118,19.23076923,2184,208,5.695120303,2
20,669.0997567,7.832284677,15.38461538,2860,390,10.53156258,2
15,745.13382,9.398741613,11.53846154,4246.666667,624,16.76010408,2
15,760.3406326,9.137665457,11.53846154,4333.333333,606.6666667,16.30451924,2
18,821.1678832,10.44304624,12.85714286,4200,622.2222222,16.73406476,2
11,805.9610706,10.70412239,8.461538462,6263.636364,969.0909091,25.93137887,2
15,805.9610706,12.40111741,11.53846154,4593.333333,823.3333333,22.06480355,2
15,821.1678832,13.0538078,10,5400,1000,26.75554204,2
12,608.2725061,5.221523118,13.33333333,3000,300,8.12719654,2
15,729.9270073,9.790355847,10,4800,750,20.09833739,2
15,714.7201946,9.137665457,8.333333333,5640,840,22.48158286,2
12,760.3406326,14.35918858,8,6250,1375,36.68643552,2
15,775.5474453,13.0538078,10.71428571,4760,933.3333333,24.9743737,2
14,729.9270073,12.00950317,9.333333333,5142.857143,985.7142857,26.35123392,2
14,749.6958637,12.00950317,9.333333333,5282.142857,985.7142857,26.35672527,2
12,760.3406326,14.35918858,8,6250,1375,36.68643552,2
12,775.5474453,12.00950317,8,6375,1150,30.72198567,2
12,699.513382,7.179594288,8,5750,687.5,18.43192417,2
15,669.0997567,9.137665457,10,4400,700,18.75506894,2
12,729.9270073,11.74842702,8,6000,1125,30.04612733,2
15,684.3065693,4.307756573,9.375,4800,352,9.527743985,2
8,745.13382,9.137665457,5,9800,1400,37.3453974,2
12,699.513382,9.137665457,7.5,6133.333333,933.3333333,24.95325313,2
15,532.2384428,4.568832729,10,3500,350,9.432447959,2
10,562.6520681,3.916142339,6.666666667,5550,450,12.09364017,2
12,608.2725061,4.177218495,7.5,5333.333333,426.6666667,11.48733892,2
12,699.513382,7.832284677,8,5750,750,20.08988916,2
10,760.3406326,13.0538078,6.666666667,7500,1500,40.0023655,2
10,760.3406326,12.79273164,6.666666667,7500,1470,39.20654231,2
15,775.5474453,13.0538078,10,5100,1000,26.74286969,2
30,532.2384428,5.221523118,20,1750,200,5.453331982,2
35,638.6861314,14.35918858,19.44444444,2160,565.7142857,15.1843645,2
17,722.323601,8.746051223,11.33333333,4191.176471,591.1764706,15.88304371,2
20,729.9270073,12.79273164,11.76470588,4080,833,22.3001149,2
20,821.1678832,14.35918858,11.76470588,4590,935,25.03125845,2
20,881.9951338,10.96519855,11.11111111,5220,756,20.29974317,2
20,790.7542579,14.35918858,12.5,4160,880,23.56380103,2
8,881.9951338,9.398741613,5.714285714,10150,1260,33.66957286,2
12,684.3065693,6.526903898,7.5,6000,666.6666667,17.87504506,2
10,714.7201946,13.70649819,6.25,7520,1680,44.76463233,2
12,623.4793187,8.484975067,7.5,5466.666667,866.6666667,23.16363657,2
12,684.3065693,14.35918858,7.5,6000,1466.666667,39.09699694,2
10,760.3406326,14.35918858,6.25,8000,1760,46.89949986,2
12,714.7201946,13.0538078,7.5,6266.666667,1333.333333,35.56845319,2
13,684.3065693,14.35918858,8.666666667,5192.307692,1269.230769,33.85952804,2
12,745.13382,12.40111741,8,6125,1187.5,31.70831644,2
12,714.7201946,11.74842702,8,5875,1125,30.04190322,2
10,729.9270073,12.40111741,6.25,7680,1520,40.52446607,2
9,760.3406326,14.35918858,5.625,8888.888889,1955.555556,52.0870881,2
12,805.9610706,4.699370806,10,5300,360,9.773756421,2
15,608.2725061,7.179594288,12.5,3200,440,11.84103812,2
12,790.7542579,11.09573663,9.230769231,5633.333333,920.8333333,24.64700482,2
6,775.5474453,7.832284677,4,12750,1500,40.00658962,2
12,638.6861314,7.179594288,7.5,5600,733.3333333,19.6308687,2
15,669.0997567,11.74842702,9.375,4693.333333,960,25.6522033,2
11,760.3406326,14.35918858,7.333333333,6818.181818,1500,40.0023655,2
15,691.9099757,11.74842702,9.375,4853.333333,960,25.65853947,2
20,669.0997567,10.44304624,11.76470588,3740,680,18.22452014,2
7,752.7372263,5.874213508,4.375,11314.28571,1028.571429,27.49446038,2
10,881.9951338,5.221523118,7.692307692,7540,520,14.03926737,2
15,608.2725061,5.221523118,10,4000,400,10.77994052,2
12,608.2725061,3.263451949,7.5,5333.333333,333.3333333,9.011444535,2
15,577.8588808,5.221523118,10,3800,400,10.7714923,2
10,760.3406326,13.0538078,6.666666667,7500,1500,40.0023655,2
10,714.7201946,13.0538078,6.666666667,7050,1500,39.98969316,2
13,729.9270073,11.74842702,8.666666667,5538.461538,1038.461538,27.7504835,2
13,729.9270073,11.09573663,8.666666667,5538.461538,980.7692308,26.22005428,2
15,547.4452555,5.221523118,9.375,3840,426.6666667,11.47044246,2
10,638.6861314,9.137665457,6.25,6720,1120,29.88814544,2
12,653.892944,9.137665457,7.5,5733.333333,933.3333333,24.94058079,2
10,653.892944,11.74842702,6.666666667,6450,1350,35.99368072,2
10,684.3065693,11.74842702,6.25,7200,1440,38.38959854,2
12,653.892944,11.74842702,7.5,5733.333333,1200,32.01456475,2
15,653.892944,10.44304624,9.375,4586.666667,853.3333333,22.8183856,2
15,577.8588808,4.960446962,9.375,4053.333333,405.3333333,10.91297197,2
25,486.6180049,5.221523118,16.66666667,1920,240,6.501757232,2
15,608.2725061,10.44304624,10,4000,800,21.39091646,2
15,562.6520681,9.790355847,9.375,3946.666667,800,21.37824412,2
10,638.6861314,11.74842702,7.142857143,5880,1260,33.60198702,2
20,760.3406326,7.832284677,13.33333333,3750,450,12.14855366,2
10,760.3406326,8.484975067,6.25,8000,1040,27.79974317,2
7,760.3406326,14.35918858,4.375,11428.57143,2514.285714,66.90876878,2
10,745.13382,11.74842702,6.666666667,7350,1350,36.01902541,2
5,760.3406326,11.74842702,3.125,16000,2880,76.6102325,2
10,790.7542579,9.137665457,6.666666667,7800,1050,28.0734658,2
10,775.5474453,13.0538078,6.666666667,7650,1500,40.00658962,2
9,745.13382,13.0538078,6,8166.666667,1666.666667,44.41938136,2
13,790.7542579,15.66456935,8.125,6400,1476.923077,39.39864204,2
10,790.7542579,13.0538078,6.666666667,7800,1500,40.01081373,2
10,760.3406326,11.09573663,6.25,8000,1360,36.28852393,2
10,790.7542579,11.35681278,6.25,8320,1392,37.14585023,2
25,608.2725061,2.610761559,15.625,2560,128,3.564476886,2
20,577.8588808,4.177218495,12.5,3040,256,6.951540957,2
20,590.0243309,4.62104796,13.33333333,2910,265.5,7.206930927,2
15,749.6958637,11.90507271,10,4930,912,24.40127399,2
10,729.9270073,9.137665457,6.25,7680,1120,29.91349013,2
12,760.3406326,10.44304624,7.5,6666.666667,1066.666667,28.50714157,2
10,809.0024331,12.97548495,6.666666667,7980,1491,39.77713571,2
12,775.5474453,2.219147325,7.5,6800,226.6666667,6.228316212,2
15,760.3406326,4.177218495,10,5000,320,8.699986483,2
15,653.892944,6.526903898,9.375,4586.666667,533.3333333,14.32960485,3
15,638.6861314,5.221523118,10,4200,400,10.78838875,2
15,699.513382,7.832284677,9.375,4906.666667,640,17.17187078,2
10,760.3406326,9.137665457,6.25,8000,1120,29.92193836,2
8,797.2931873,8.041145602,5.333333333,9830.625,1155,30.86066335,2
10,836.3746959,5.221523118,7.142857143,7700,560,15.08769262,2
25,714.7201946,9.137665457,16.66666667,2820,420,11.34005812,2
25,699.513382,10.44304624,16.66666667,2760,480,12.9274804,2
20,729.9270073,10.44304624,13.33333333,3600,600,16.11922141,2
15,760.3406326,14.35918858,10,5000,1100,29.39138956,2
15,790.7542579,16.96995013,9.375,5546.666667,1386.666667,37.00437055,2
15,836.3746959,13.0538078,10,5500,1000,26.75976615,2
15,821.1678832,16.96995013,10,5400,1300,34.71377399,2
35,729.9270073,5.221523118,21.875,2194.285714,182.8571429,5.05348936,2
25,790.7542579,10.44304624,16.66666667,3120,480,12.95282509,2
8,881.9951338,11.09573663,5,11600,1700,45.34164639,2
20,881.9951338,16.96995013,13.33333333,4350,975,26.1092525,2
8,912.4087591,13.0538078,5,12000,2000,53.30832657,2
15,881.9951338,16.96995013,10,5800,1300,34.73067045,2
18,790.7542579,14.35918858,12,4333.333333,916.6666667,24.53647382,2
30,638.6861314,13.0538078,20,2100,500,13.44113274,2
25,760.3406326,11.74842702,15.625,3200,576,15.49101108,2
15,851.5815085,15.66456935,10,5600,1200,32.06947824,2
25,805.9610706,7.832284677,15.625,3392,384,10.41041498,2
20,821.1678832,13.0538078,12.5,4320,800,21.45005407,2
10,851.5815085,14.35918858,6.25,8960,1760,46.92484455,2
20,836.3746959,14.35918858,12.5,4400,880,23.57647337,2
15,790.7542579,13.0538078,9.375,5546.666667,1066.666667,28.5155898,2
20,805.9610706,14.35918858,13.33333333,3975,825,22.10901595,2
10,775.5474453,15.14241704,6.25,8160,1856,49.4503582,2
15,729.9270073,5.221523118,9.375,5120,426.6666667,11.52113184,2
15,66.90997567,3.916142339,8.333333333,528,360,9.56846445,2
25,729.9270073,10.44304624,14.70588235,3264,544,14.63368478,2
25,638.6861314,12.40111741,13.88888889,3024,684,18.32218167,2
15,669.0997567,9.137665457,9.375,4693.333333,746.6666667,19.99301613,2
15,653.892944,10.44304624,8.333333333,5160,960,25.64797918,2
12,182.4817518,2.871837715,12,1000,183.3333333,4.914053348,1
15,228.1021898,3.263451949,13.63636364,1100,183.3333333,4.926725692,1
17,190.0851582,4.568832729,14.16666667,882.3529412,247.0588235,6.606639513,1
21,167.2749392,2.871837715,17.5,628.5714286,125.7142857,3.381343413,1
22,182.4817518,3.132913871,18.33333333,654.5454545,130.9090909,3.52337241,1
26,212.8953771,3.132913871,21.66666667,646.1538462,110.7692308,2.997561711,1
25,197.6885645,3.067644832,19.23076923,676,122.2,3.29656664,1
23,212.8953771,3.524528105,19.16666667,730.4347826,140.8695652,3.796046523,1
30,211.3746959,3.393990027,25,556,104,2.817568938,1
28,235.7055961,3.172075294,23.33333333,664.2857143,104.1428571,2.828117155,1
27,212.8953771,3.132913871,20.76923077,674.0740741,115.5555556,3.124530654,1
28,228.1021898,2.871837715,21.53846154,696.4285714,102.1428571,2.772950218,1
27,226.5815085,1.958071169,20.76923077,717.4074074,72.22222222,1.978809964,1
32,250.9124088,2.088609247,24.61538462,670.3125,65,1.793981481,1
32,255.4744526,1.827533091,24.61538462,682.5,56.875,1.579713267,1
28,258.5158151,2.610761559,21.53846154,789.2857143,92.85714286,2.53507222,1
32,258.5158151,1.566456935,24.61538462,690.625,48.75,1.365022641,1
30,273.7226277,2.088609247,23.07692308,780,69.33333333,1.915269893,1
30,261.5571776,2.349685403,23.07692308,745.3333333,78,2.14179508,1
30,288.9294404,1.958071169,23.07692308,823.3333333,65,1.804541768,1
30,304.136253,1.958071169,20,1000,75,2.074040281,1
32,319.3430657,3.132913871,26.66666667,787.5,90,2.476175994,1
31,307.1776156,3.172075294,22.14285714,912.2580645,109.7419355,2.996499708,1
26,304.136253,2.649922983,18.57142857,1076.923077,109.3076923,2.984135525,1
30,304.136253,2.741299637,23.07692308,866.6666667,91,2.498479319,1
35,304.136253,3.655066183,25,800,112,3.055555556,1
35,281.3260341,3.263451949,25,740,100,2.730890105,1
34,281.3260341,3.237344333,26.15384615,707.3529412,94.82352941,2.593571593,1
35,276.7639903,3.615904759,26.92307692,676,102.8857143,2.806173483,1
37,269.1605839,2.649922983,28.46153846,621.8918919,71.32432432,1.966818552,1
28,296.5328467,3.263451949,23.33333333,835.7142857,107.1428571,2.924595933,1
40,311.7396594,3.615904759,28.57142857,717.5,96.95,2.658429643,1
36,319.3430657,2.890113046,25.71428571,816.6666667,86.1,2.372718978,1
30,304.136253,2.871837715,23.07692308,866.6666667,95.33333333,2.613431558,1
36,307.1776156,2.610761559,24,841.6666667,83.33333333,2.295947103,1
34,305.6569343,2.610761559,22.66666667,886.7647059,88.23529412,2.425561161,1
30,298.053528,3.132913871,23.07692308,849.3333333,104,2.841646391,1
28,352.4787105,5.233271545,23.33333333,993.3857143,171.8142857,4.655703882,1
28,364.9635036,4.177218495,20,1200,160,4.345769127,1
34,349.756691,3.524528105,24.28571429,947.0588235,111.1764706,3.046381772,1
27,364.9635036,4.307756573,19.28571429,1244.444444,171.1111111,4.640518458,2
23,357.3600973,4.177218495,16.42857143,1430.434783,194.7826087,5.266350629,1
25,349.756691,2.871837715,19.23076923,1196,114.4,3.131893755,1
22,387.7737226,4.529671305,15.71428571,1622.727273,220.8181818,5.965455959,1
27,368.0048662,4.699370806,19.28571429,1254.814815,186.6666667,5.054012346,2
25,319.3430657,4.568832729,17.85714286,1176,196,5.288084617,2
25,374.0875912,5.874213508,19.23076923,1279.2,234,6.311334144,2
24,349.756691,4.177218495,17.14285714,1341.666667,186.6666667,5.048943408,2
22,387.7737226,6.657441976,18.33333333,1390.909091,278.1818182,7.487166372,2
27,439.4768856,7.832284677,19.28571429,1498.518519,311.1111111,8.375058199,2
19,462.2871046,4.281648957,14.61538462,2080,224.4210526,6.081729059,1
12,501.8248175,7.832284677,9.230769231,3575,650,17.38223168,1
8,460.7664234,6.461634859,6.153846154,4923.75,804.375,21.4660001,1
9,457.7250608,6.070020625,6.923076923,4347.777778,671.6666667,17.94474295,1
11,482.0559611,4.438294651,9.166666667,3458.181818,370.9090909,9.973173032,1
15,342.1532847,4.307756573,13.63636364,1650,242,6.514683022,1
5,412.1046229,5.874213508,3.846153846,7046,1170,31.15157813,1
13,444.0389294,6.304989165,10,2920,483,12.93609759,1
7,471.4111922,6.983787171,5.384615385,5757.142857,993.5714286,26.48785386,1
5,486.6180049,8.484975067,3.846153846,8320,1690,44.96654501,2
3,471.4111922,6.735764823,2.307692308,13433.33333,2236,59.44630305,1
10,512.3783455,10.44304624,7.692307692,4380.22,1040,27.73086476,1
6,471.4111922,9.215988304,4.615384615,6716.666667,1529.666667,40.70908804,1
10,486.6180049,9.398741613,7.692307692,4160,936,24.96485537,1
8,486.6180049,8.250006527,6.153846154,5200,1027,27.37885239,1
5,494.2214112,11.3829204,3.846153846,8450,2267.2,60.28029535,1
5,504.86618,9.933947733,3.846153846,8632,1978.6,52.62743309,1
10,509.4282238,10.11670104,8.333333333,4020,930,24.8120269,1
7,503.3454988,9.098504034,5.833333333,5674.285714,1194.857143,31.83631918,1
20,380.1703163,8.093360833,15.38461538,1625,403,10.79616112,1
7,479.0145985,9.098504034,5.833333333,5400,1194.857143,31.8295606,1
6,517.0316302,5.221523118,4.615384615,7366.666667,866.6666667,23.13406777,1
8,501.8248175,9.790355847,6.666666667,4950,1125,29.98276561,1
6,517.0316302,9.790355847,5,6800,1500,39.93477967,1
14,434.9148418,4.725478422,11.66666667,2451.428571,310.2857143,8.3518953,1
12,364.9635036,4.568832729,9.230769231,2600,379.1666667,10.15969969,1
9,456.2043796,6.657441976,7.5,4000,680,18.16538254,1
11,454.6836983,4.829908884,8.461538462,3533.636364,437.2727273,11.726027,1
13,425.7907543,9.268203535,10,2800,710,18.9527575,1
10,485.0973236,8.524136491,7.692307692,4147,848.9,22.65389294,1
8,469.8905109,6.265827742,6.153846154,5021.25,780,20.82192822,1
10,440.9975669,8.850481686,8.333333333,3480,813.6,21.70522438,1
13,459.2457421,9.398741613,10,3020,720,19.22732495,1
7,460.7664234,9.007127379,5.384615385,5627.142857,1281.428571,34.12101002,1
10,479.0145985,7.375401405,7.692307692,4095,734.5,19.61746418,1
10,440.9975669,8.484975067,7.692307692,3770,845,22.538186,1
22,395.377129,5.678406391,16.92307692,1536.363636,257.0454545,6.928584814,1
15,440.9975669,9.137665457,11.53846154,2513.333333,606.6666667,16.21581283,1
17,440.9975669,7.179594288,12.14285714,2388.235294,452.9411765,12.13786914,1
7,456.2043796,8.746051223,5.384615385,5571.428571,1244.285714,33.13443788,1
8,471.4111922,8.223898911,6.153846154,5037.5,1023.75,27.2884141,1
14,453.163017,9.137665457,10.76923077,2767.142857,650,17.36871452,1
15,471.4111922,8.354436989,11.53846154,2686.666667,554.6666667,14.84483419,1
12,456.2043796,7.179594288,9.230769231,3250,595.8333333,15.93265635,1
18,463.8077859,7.179594288,13.84615385,2202.777778,397.2222222,10.6661241,1
12,486.6180049,7.179594288,9.230769231,3466.666667,595.8333333,15.94110458,1
25,471.4111922,7.832284677,19.23076923,1612,312,8.407508786,1
25,471.4111922,7.179594288,19.23076923,1612,286,7.71779535,1
18,410.5839416,6.265827742,13.84615385,1950,346.6666667,9.310230242,1
23,439.4768856,6.265827742,16.42857143,1759.130435,292.173913,7.872702816,1
23,410.5839416,5.482599274,17.69230769,1526.086957,237.3913043,6.411434642,1
32,453.163017,7.04905621,24.61538462,1210.625,219.375,5.945335733,1
30,471.4111922,7.179594288,23.07692308,1343.333333,238.3333333,6.453320717,1
30,456.2043796,5.874213508,23.07692308,1300,195,5.299574209,1
22,471.4111922,7.04905621,16.92307692,1831.818182,319.0909091,8.595612451,1
19,425.7907543,6.657441976,14.61538462,1915.789474,348.9473684,9.374955536,1
20,349.756691,5.482599274,15.38461538,1495,273,7.339145715,1
30,352.7980535,4.438294651,21.42857143,1082.666667,158.6666667,4.307019915,1
20,326.946472,3.054591024,15.38461538,1397.5,152.1,4.125642065,1
40,383.2116788,4.177218495,30.76923077,819,104,2.865301433,1
38,412.1046229,4.151110879,29.23076923,927.1052632,108.7894737,3.000379726,1
25,319.3430657,4.177218495,19.23076923,1092,166.4,4.502872398,1
25,334.5498783,4.046680417,19.23076923,1144,161.2,4.369153825,1
51,337.5912409,4.08584184,39.23076923,565.8823529,79.78431373,2.210248928,1
40,380.1703163,4.829908884,28.57142857,875,129.5,3.540906326,1
39,407.5425791,5.025716001,27.85714286,962.0512821,138.2051282,3.779434497,1
40,456.2043796,7.701746599,30.76923077,975,191.75,5.21336003,1
40,448.6009732,7.179594288,30.76923077,958.75,178.75,4.866391254,1
33,445.5596107,6.827141477,23.57142857,1243.030303,221.8787879,6.009642758,1
39,407.5425791,7.114325249,30,893.3333333,181.6666667,4.932357844,1
33,366.4841849,5.352061196,25.38461538,949.3939394,161.5151515,4.386384629,1
30,364.9635036,5.74367543,23.07692308,1040,190.6666667,5.159277282,1
35,407.5425791,5.782836854,25,1072,177.2,4.813868613,1
41,389.2944039,4.346917996,29.28571429,874.1463415,113.7073171,3.124501348,1
44,319.3430657,2.245254941,31.42857143,668.1818182,54.72727273,1.540480842,1
35,349.756691,2.19303971,25,920,67.2,1.879798594,1
45,349.756691,3.263451949,32.14285714,715.5555556,77.77777778,2.160399958,1
44,404.5012165,4.73853223,29.33333333,906.8181818,123.75,3.39513213,1
43,384.7323601,5.613137352,33.07692308,764.8837209,130,3.55543728,1
45,342.1532847,4.007518993,32.14285714,700,95.51111111,2.628707834,1
50,364.9635036,3.916142339,33.33333333,720,90,2.488848337,1
55,357.3600973,3.655066183,36.66666667,640.9090909,76.36363636,2.124998464,1
45,364.9635036,4.177218495,34.61538462,693.3333333,92.44444444,2.55369319,1
40,395.377129,4.8560165,30.76923077,845,120.9,3.316994458,1
53,395.377129,5.874213508,35.33333333,735.8490566,127.3584906,3.488321678,1
45,425.7907543,6.526903898,30,933.3333333,166.6666667,4.539515184,1
34,425.7907543,5.221523118,26.15384615,1070.588235,152.9411765,4.175413069,1
30,380.1703163,3.263451949,23.07692308,1083.333333,108.3333333,2.979408849,1
40,319.3430657,3.916142339,30.76923077,682.5,97.5,2.675131792,1
45,349.756691,2.610761559,34.61538462,664.4444444,57.77777778,1.629851161,1
40,349.756691,3.263451949,30.76923077,747.5,81.25,2.252509124,1
40,372.56691,4.046680417,30.76923077,796.25,100.75,2.776130373,1
35,364.9635036,4.307756573,25,960,132,3.603000811,1
40,384.7323601,4.438294651,26.66666667,948.75,127.5,3.489118681,1
14,486.6180049,4.568832729,10.76923077,2971.428571,325,8.756589619,1
30,396.8978102,5.156254079,23.07692308,1131,171.1666667,4.650862846,1
35,380.1703163,4.438294651,23.33333333,1071.428571,145.7142857,3.971029815,1
35,384.7323601,5.39122262,25,1012,165.2,4.489203163,1
40,334.5498783,5.482599274,30.76923077,715,136.5,3.713926061,1
41,334.5498783,5.247630734,29.28571429,751.2195122,137.2682927,3.734306899,1
28,378.649635,3.067644832,20,1245,117.5,3.222154636,1
40,322.3844282,4.033626609,28.57142857,742,108.15,2.95849385,1
45,333.0291971,4.869070308,30,730,124.3333333,3.390753131,1
42,342.1532847,4.542725113,28,803.5714286,124.2857143,3.392024389,1
32,342.1532847,2.741299637,22.85714286,984.375,91.875,2.532251115,1
44,308.6982968,4.399133227,33.84615385,599.7727273,99.56818182,2.727038481,1
30,349.756691,3.916142339,21.42857143,1073.333333,140,3.810996215,1
25,364.9635036,3.916142339,17.85714286,1344,168,4.557988646,1
22,364.9635036,5.221523118,15.71428571,1527.272727,254.5454545,6.853817985,1
35,380.1703163,3.720335222,29.16666667,857.1428571,97.71428571,2.697712702,1
30,380.1703163,5.613137352,23.07692308,1083.333333,186.3333333,5.048549157,1
35,380.1703163,5.613137352,26.92307692,928.5714286,159.7142857,4.342413973,1
25,418.1873479,6.526903898,17.85714286,1540,280,7.54384631,1
35,328.4671533,5.613137352,25,864,172,4.65396053,1
37,355.8394161,6.918518132,28.46153846,822.1621622,186.2162162,5.038683757,1
27,395.377129,4.373025612,19.28571429,1348.148148,173.7037037,4.717741532,1
38,342.1532847,7.571208522,27.14285714,828.9473684,213.6842105,5.76353762,1
32,336.0705596,4.307756573,22.85714286,966.875,144.375,3.923252061,1
35,334.5498783,4.568832729,26.92307692,817.1428571,130,3.541497702,1
35,334.5498783,4.177218495,26.92307692,817.1428571,118.8571429,3.245906229,1
42,342.1532847,4.568832729,32.30769231,696.4285714,108.3333333,2.968848563,1
39,329.9878345,3.655066183,30,723.3333333,93.33333333,2.567557673,1
38,357.3600973,4.829908884,29.23076923,803.9473684,126.5789474,3.457082106,1
35,342.1532847,4.568832729,25,900,140,3.808884158,1
45,340.6326034,5.926428739,34.61538462,647.1111111,131.1555556,3.573841278,1
35,349.756691,4.568832729,25,920,140,3.810996215,1
35,349.756691,5.613137352,25,920,172,4.65987429,1
34,326.946472,4.568832729,24.28571429,885.2941176,144.1176471,3.913890678,1
25,364.9635036,5.74367543,17.85714286,1344,246.4,6.63773993,1
25,410.5839416,7.179594288,19.23076923,1404,286,7.700898892,1
35,402.9805353,6.918518132,26.92307692,984.2857143,196.8571429,5.334055053,1
35,386.7092457,6.918518132,29.16666667,871.8857143,181.7142857,4.927834019,1
41,279.8053528,4.803801269,29.28571429,628.2926829,125.6585366,3.41112298,1
